,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Kuwait,..,..,59182.83093,54622.39773,52684.29619,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19048.41942,18232.82109,17872.2604,18097.17306,17098.58001,17222.83629,16700.21352,16759.79807,19158.00883,20570.34126,22069.62991,22645.64934,23072.13076,..,
Kyrgyzstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,397.0682672,401.7925034,444.46793,448.2354197,464.9063089,421.5440847,358.924716,303.6377561,242.811973,227.1456829,239.7331522,259.710884,261.2407103,267.0281226,278.6588723,291.1634601,288.8741423,306.3969763,324.4369788,320.6751674,327.2747078,352.1966003,375.8693572,
Laos,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,206.8395049,211.3728153,215.5657114,206.6477703,196.7389826,218.3889232,226.5709573,229.8395922,236.0943491,243.4530001,256.4909935,267.5474275,278.9331111,290.8125389,295.248758,309.8452732,321.1294605,333.3929319,347.1520515,362.4872475,379.5234673,399.738829,425.9535987,450.0901245,474.9209888,
Latvia,..,..,..,..,..,1557.311473,1569.591539,1696.866687,1754.989845,1775.972082,2088.728354,2231.874752,2327.212424,2441.670898,2539.43881,2691.726041,2806.571687,2859.298206,2915.362819,3054.718675,3160.680562,3275.116568,3332.555827,3484.836051,3664.127746,3628.086651,3777.292028,3842.291033,4013.898897,4216.821026,3901.187047,3420.967939,2348.670808,2271.333574,2355.689476,2364.05147,2477.310734,2727.392029,2903.606504,3065.489278,3302.305407,3587.588464,3854.105474,4153.934323,4538.902448,5046.8888,5695.361455,6296.227116,6034.258159,
Lebanon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4275.93489,2442.23782,3039.97207,4092.084677,4133.652691,4262.481627,4447.824929,4605.429859,4738.24119,4554.93359,4657.663432,4578.743325,4575.57528,4681.140705,4757.615993,4828.896449,5109.74755,5092.582055,5067.728682,5399.280764,5814.485789,
Lesotho,133.3449996,133.5018441,151.2335118,164.2228466,174.4397827,174.79341,170.6969727,185.570489,181.1718665,180.2410966,180.4001171,185.7273044,181.5098626,224.6127431,243.9127375,206.2877993,223.9172501,266.5096815,307.9299069,309.1399751,293.0728482,287.3659997,286.8026662,270.308897,291.0275784,298.7316924,294.4476868,288.1260435,307.9031729,323.7144253,338.0713743,343.0315621,362.6208405,369.957732,386.1701849,393.334747,405.2630561,412.0476897,405.3029464,403.1213857,414.6682851,421.433998,423.2817198,435.4256571,450.8790603,449.7183109,481.6904653,501.5867624,516.8730063,
Liberia,679.4385285,675.0165714,663.5181992,658.2580452,671.4223062,682.5159513,712.9918478,738.2417133,750.5447396,782.085874,811.0786157,828.2948546,840.4678234,800.5187819,816.4144068,766.1329991,783.5486487,772.620188,785.311153,785.2719335,728.2602574,688.0839019,647.8882253,615.0403829,586.3164648,571.0427413,555.8175472,548.2934489,539.0874883,400.0349535,199.8314662,176.7798512,119.4377934,83.09306085,66.10010888,62.23671965,66.09632798,125.6755385,148.8391663,168.504004,198.5889571,195.1527191,195.7961119,131.0400008,130.8284072,133.2347633,137.9665158,144.4330132,147.9138981,
Libya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6239.388235,6340.109115,5944.993456,5748.824001,6364.257301,6509.296649,7008.619143,7272.088553,7553.515782,7684.609899,
Liechtenstein,..,..,..,..,..,..,..,..,..,..,32639.40444,32507.32313,32474.10563,32454.82728,32480.22761,32524.50533,42290.6461,43617.11828,42248.58724,41816.0233,37896.4135,39114.99891,37918.88925,37550.1234,38589.32804,40719.65507,41783.29107,45039.44622,46943.84019,48419.85814,48881.02124,49097.10891,50213.72918,51699.12776,54531.83122,57019.71731,60185.97508,63760.10542,67899.63609,74087.57472,75584.9985,74172.32765,72602.01233,70402.18958,71767.62604,74486.19656,76196.04913,77880.32418,..,
Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4343.446418,4090.290546,3224.218761,2713.496637,2465.228981,2564.565174,2704.621251,2914.367404,3148.498561,3116.146186,3267.355382,3505.699411,3759.490327,4162.536588,4492.779825,4873.509943,5287.136551,5790.495252,5996.264645,
Luxembourg,13670.52357,14020.46153,14039.20659,14397.1081,15317.79413,15068.23534,15152.96726,15167.68687,15741.23383,17208.80402,17435.92764,17631.11442,18621.6576,19912.46134,20478.3457,18967.93323,19427.09918,19688.5202,20456.95099,20867.69271,20962.35023,20807.04952,21048.17656,21671.4164,22974.36297,23551.35081,25741.58726,26600.27615,28727.73871,31183.34098,32476.71748,34814.6815,34980.41643,35963.84692,36832.87994,36839.24508,36892.80877,38597.00891,40593.80256,43420.5242,46456.62444,47063.71028,48485.13307,48640.83806,50135.12097,51934.26263,54405.82676,56358.1172,54843.62355,
"Macao, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9336.478458,9759.360318,10213.20306,9933.251488,10170.48228,11119.97948,11553.09742,11771.96585,12520.99733,12631.57869,13992.09577,14437.66507,14803.4959,15144.83196,14871.0715,14640.1568,13795.55123,13288.75072,13839.4718,13998.92212,15131.4616,16930.04083,21090.79311,22032.09119,25034.92856,30556.04402,33732.33055,
"Macedonia, FYR",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2059.422907,1918.939919,1782.431207,1640.822887,1604.067758,1578.211268,1588.570363,1603.00921,1648.772634,1712.354324,1783.087605,1696.717843,1706.493163,1750.63104,1818.795169,1890.503279,1962.794977,2075.824291,2177.74292,
Madagascar,409.1737095,407.7184006,407.048927,393.5696552,399.2409333,387.7160537,385.9739432,397.2020224,413.6783163,418.1476819,428.8190903,433.9658704,417.0590492,395.236606,392.2556876,386.3767806,364.2360884,362.5502674,343.2082572,366.8734484,360.1319157,316.9279732,303.4431724,298.5940656,296.0310795,291.6728819,289.4126971,284.763241,286.1647971,289.3000958,289.6825911,263.4189999,258.6150688,256.1185922,248.2178346,244.8342884,242.5228453,243.8728341,245.8378441,249.6345242,253.8450596,261.3507192,221.7391402,236.611935,242.151167,246.3522498,251.7066199,260.2248844,271.9099033,
Malawi,98.53269901,103.6466552,101.9106351,98.11572975,98.32351562,109.0323996,120.5096045,126.1491056,120.6470909,124.4272091,121.6038865,137.2648919,141.4585213,140.2521344,145.5886164,149.5327461,151.8812861,154.0242661,163.4183638,165.1710428,160.8706157,148.2672411,148.2266975,149.6581122,152.4237008,152.6332246,144.3307952,138.0690554,134.1904394,129.2408471,131.5157875,139.6134728,127.6787943,138.9720142,123.5582832,141.8984137,148.6356341,149.7028285,150.3976569,149.8099567,147.3622692,135.87212,126.1494383,130.3471997,133.9538838,133.5824621,140.5422118,148.4326708,158.3701703,
Malaysia,814.5831722,849.2974381,875.6388177,910.8308828,930.7131927,973.1316407,1019.96955,1030.898588,1084.221697,1108.321833,1145.255642,1181.144438,1260.325937,1373.983597,1452.909341,1430.550355,1559.616628,1642.735453,1712.465529,1829.52067,1919.211661,2002.552481,2068.698757,2141.715069,2246.951684,2161.163019,2124.590494,2174.660931,2321.657254,2459.944122,2607.585422,2780.619701,2949.971763,3160.551847,3365.659173,3604.011007,3864.727784,4043.640414,3653.83235,3786.455171,4029.874088,3965.915324,4097.229575,4252.899522,4458.562382,4612.098978,4792.173377,5007.883942,5151.299812,
Maldives,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1695.911565,1809.489447,1957.985371,2110.491391,2224.588764,2293.266226,2336.42745,2453.04793,2625.51595,2836.002654,2667.704709,3132.833003,3294.01873,3417.511569,
Mali,..,..,..,..,..,..,..,164.4829546,167.597605,165.03374,172.0713371,173.3582247,180.2161013,174.4330261,168.743619,185.1005014,206.7433208,216.1821998,209.4654311,227.3618969,213.8281631,200.8688707,188.204049,193.7320194,198.5456936,172.7639712,183.8339297,179.4075768,178.5664858,195.7101384,188.354078,187.6582078,199.2986825,191.2053662,189.202705,197.1081445,199.6402256,209.1926917,217.6575167,227.779279,230.2085094,252.4104358,256.8680623,269.4713662,268.8035644,278.38224,286.2360943,287.3567961,294.673831,
Malta,1132.448486,1145.18202,1107.979681,1110.174593,1132.949721,1206.9895,1331.059718,1417.123535,1554.826108,1649.107523,1853.353816,1912.793838,2032.71144,2230.501271,2437.854316,2881.402341,3311.036128,3617.41983,3908.305856,4226.710573,4481.483253,4627.905693,4766.507866,4800.180035,4931.412824,5157.210791,5303.617197,5466.564194,5876.309333,6303.518835,6642.538667,6997.885988,7258.372593,7509.961141,7863.632941,8259.743831,8544.100379,8884.079624,9146.372655,9437.680825,9980.807221,9745.153303,9925.001359,9828.454631,9782.827889,10041.80588,10308.93156,10630.5319,..,
Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1939.635506,2190.183312,2184.880107,2013.339247,2294.049355,2501.132894,2637.184715,2562.09006,2639.188661,2616.840388,2566.574826,2618.525482,2639.525508,2658.666529,2238.02159,2028.748256,2080.780391,2094.200811,2097.406012,2130.304362,2179.061008,2214.62416,2292.401961,2284.283934,2264.522836,2257.558048,2239.518797,
Mauritania,..,..,..,..,..,455.7124126,443.6502075,446.3112062,477.7708796,469.9760672,511.4078942,506.1683663,488.3814674,452.9756849,493.8892228,455.4475558,480.5632448,458.3820448,443.3746203,451.7261361,454.0649628,456.8096714,433.9003855,437.8947627,412.4479184,413.672755,426.0835796,423.2127477,419.7026533,428.701106,410.4179972,407.035302,403.9224097,416.4622444,393.0574838,420.1607561,432.692155,404.0046421,403.9777144,419.1772433,415.236651,415.4938522,408.5033702,419.608509,429.5598276,441.195572,480.4142924,477.5896459,..,
Mauritius,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1627.270186,1705.832053,1742.702162,1775.573589,1572.824506,1643.006452,1712.993608,1702.299759,1767.393852,1877.717489,2043.189756,2207.444017,2339.057639,2424.676616,2579.067203,2669.077911,2805.183444,2904.751092,2981.411173,3083.050001,3222.201384,3363.089471,3529.939775,3576.344285,3861.038542,3917.470035,3966.162596,4068.786714,4265.679685,4284.358738,4418.89281,4634.307476,4813.497756,
Mexico,2554.27988,2600.1887,2638.870042,2766.019623,3000.405039,3098.334358,3184.691175,3265.715957,3461.409175,3467.199834,3576.445554,3594.471911,3768.579937,3939.288197,4041.185398,4148.432439,4208.99768,4232.320381,4489.272141,4799.201185,5114.152446,5432.29006,5276.768875,4945.770387,5016.375282,5040.458759,4753.520686,4746.252848,4712.403086,4816.888025,4966.300675,5080.327234,5168.604438,5174.495286,5309.082967,4891.604133,5063.812558,5328.881114,5512.59258,5647.055977,5934.981748,5864.124714,5852.989939,5872.285656,6046.298937,6176.880596,6403.95159,6542.576055,6591.482344,
"Micronesia, Fed. Sts.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1835.857933,1814.817352,1820.592078,1843.444809,1868.445184,1957.824601,1984.73793,2095.305487,2043.829353,2123.464412,2060.332487,1917.848381,1970.72367,2010.152527,2109.38289,2127.665312,2151.469372,2153.698222,2062.510399,2118.902162,2107.429612,2101.430829,2035.46294,
Moldova,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,534.8498962,528.9597698,366.6345757,363.4030385,344.2271044,382.0763521,357.6311254,346.0158774,354.0013762,376.4362278,406.739089,434.8065388,468.1842329,504.5295038,530.0942646,547.3039301,587.8033615,
Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,415.000859,438.0289217,451.4600752,464.9642398,476.8330477,504.5502927,504.2060523,512.684028,519.4322704,496.1087918,444.7875011,400.3344856,387.7240085,396.16658,419.6753926,426.6712393,439.6920528,450.2155067,459.1363709,455.8812955,463.4682829,479.0680283,505.8238482,552.2363372,584.7823345,627.1217208,683.1950744,735.3384125,
Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1560.994979,1614.615972,1449.223052,1486.509867,1510.03877,1556.326376,1619.467226,1715.274507,1806.038504,1971.476872,2184.083838,2355.67205,
Morocco,646.0711651,613.3240679,671.5785004,685.3562941,675.3605812,669.2914821,640.8288192,685.1041241,731.6631032,771.1258384,786.2578885,809.4443869,809.159326,818.1841733,843.5914271,885.6358237,957.5948158,990.7666373,987.755077,1008.930698,1018.71717,964.5140242,1029.180975,996.4072143,1012.914757,1050.524167,1111.123323,1058.748794,1144.269751,1147.753373,1171.148668,1229.113581,1159.175843,1128.56367,1225.850177,1127.855051,1247.152237,1202.165466,1276.574143,1266.473901,1270.333706,1349.561738,1377.771345,1447.701019,1499.460282,1525.779611,1624.274291,1647.869946,1718.136821,
Mozambique,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,202.8447776,207.9285698,189.1909457,156.2851969,143.8486104,143.8089033,139.9765842,160.7703921,174.3104995,185.032478,184.5222102,189.0622543,173.7353919,181.9216881,187.1928271,185.869147,193.7211641,207.7777994,224.3217828,236.4154839,232.8155088,253.6134592,268.620546,277.2557813,291.3530774,307.8521389,326.4484125,342.1787538,357.0207955,
Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2262.303959,2234.252181,2178.764454,2090.354473,2027.803213,1971.734487,1984.789546,1966.670845,1896.81661,1851.86731,1828.38774,1915.157695,1996.042318,1907.171352,1997.740662,2029.886129,2043.628408,2078.049327,2095.271002,2116.351104,2142.822297,2124.060983,2182.782903,2232.806724,2460.240189,2474.990831,2599.298406,2688.709168,2713.867419,
Nepal,139.7844591,139.8263167,139.8253026,139.7499302,147.3367754,142.648063,149.5601899,144.1244564,141.9955825,145.105324,145.552992,140.5887428,141.6795521,137.7656137,143.0933193,141.7824818,144.5319137,145.3644059,148.1619567,148.0680336,141.2053947,149.3675165,151.3548834,143.3914582,153.5804041,159.198244,162.5788375,161.4816473,169.8441281,173.0157983,176.7079784,183.4160471,186.2921446,188.7173132,199.1929367,201.0221287,206.5174215,211.6192028,212.7074458,216.7973523,224.881593,230.3337386,225.5190769,229.3923682,235.1524533,237.635979,241.7016069,245.1261927,253.5528785,
Netherlands,8562.934041,8475.810323,8927.754842,9127.649492,9751.746802,10449.8338,10597.50293,11031.29336,11617.35256,12222.18792,12758.70762,13153.88449,13348.03629,14004.54741,14486.30955,14375.70968,14945.85433,15142.85663,15400.21406,15604.14882,15820.90854,15645.09768,15384.03091,15633.12234,16110.05796,16398.11086,16849.29426,17085.27484,17559.4975,18225.7302,18857.34615,19166.0709,19354.32232,19468.06121,19911.55057,20427.30624,21045.52935,21819.39428,22544.03487,23440.33404,24179.85582,24460.18299,24323.01727,24289.77974,24746.90089,25194.36348,26003.12767,26844.56699,27306.59531,
New Caledonia,..,..,..,..,..,7553.99513,7083.416554,7258.53739,8032.850275,8968.04869,11295.56148,11489.39414,11328.63432,9639.804391,10471.35312,10816.00192,10804.55132,10831.80547,11760.26147,10059.81354,9908.47642,9150.890667,9338.088083,9094.680825,8937.757051,9194.424052,9043.372052,9391.095366,12406.17051,13394.33004,13562.65295,13882.88117,13595.24236,13293.28099,13242.92427,13601.45509,13385.23159,13339.58447,12701.14903,12557.351,12579.59484,..,..,..,..,..,..,..,..,
New Zealand,8042.675526,8144.525329,8185.730579,8513.724461,8848.131664,9235.281437,9636.33899,9032.076217,8948.820215,9664.181136,9473.222147,9714.690902,10043.08759,10628.69895,11012.39993,10600.84409,10616.767,10169.43141,10102.47932,10134.77769,10212.37144,10437.28952,10765.53291,10919.97147,11349.03122,11371.17774,11589.86155,11535.91591,11363.46983,11263.81631,11105.03718,10810.92731,10817.74315,11383.93724,11832.21303,12147.53499,12372.29558,12421.43215,12375.58054,12965.07174,13192.95911,13590.33027,14012.10346,14329.37054,14650.01139,14914.93032,15004.47619,15307.80486,14995.43334,
Nicaragua,913.5803541,951.3110758,1030.916267,1100.125132,1186.560279,1255.347018,1258.452822,1306.253862,1284.393647,1323.697154,1301.288344,1303.743637,1292.417978,1333.72195,1476.857009,1429.924075,1458.930658,1533.488582,1371.281688,978.7761418,994.7644815,1018.943348,983.1387022,1001.420957,960.9305911,899.6837164,870.5349249,846.0158752,725.2914721,697.825073,681.6468847,664.391951,650.8000772,632.5153187,638.3132706,661.2013264,688.7843005,702.4259494,715.5056679,753.0713168,771.6906847,782.9064944,777.9970164,787.2073971,818.497666,843.2903012,863.4146903,885.817939,905.129729,
Niger,314.7203249,319.5784275,342.0999872,363.2299389,352.8274614,365.9444294,353.6193467,343.4309928,334.4166377,306.6320767,306.6106672,314.4609925,289.4672355,233.0838436,246.0686354,232.0890548,226.6483758,236.8663913,260.6782936,271.007758,257.2440099,251.4290114,248.3315336,229.9496448,185.9454682,194.7146181,201.2877527,195.7457471,203.2518756,199.1370949,190.6643578,189.4010604,171.4621734,168.3470498,169.3779797,168.0721714,168.0380234,166.8640207,178.0393266,171.0741095,163.0276152,168.8337588,168.1713473,169.7267754,162.5588529,168.4013231,171.5948071,170.5403821,179.5709864,
Nigeria,284.3193715,278.7287077,283.8531809,301.4552803,309.432946,317.417847,297.2238627,244.8670238,236.3946404,286.9611914,350.5219468,391.2269938,395.0057173,406.321255,440.1740727,405.7948173,429.5775563,441.500981,403.0879039,417.1938413,422.0424528,356.4934939,346.244456,319.4718702,296.2736028,316.5717232,315.9550111,305.3897106,326.6839302,340.9697662,359.3423949,366.8269908,368.0307741,366.7675691,358.0737455,358.018278,364.300583,365.0604827,362.9365683,358.0850534,368.3332826,370.6210727,367.3365755,395.4883263,426.9993492,439.4032431,455.666514,473.7322728,490.5650087,
Norway,10696.68538,11276.39806,11501.31699,11845.50243,12348.00296,12899.40199,13280.82216,13992.37536,14181.19823,14696.85962,14890.06519,15621.44659,16318.46136,16928.68255,17469.25667,18246.40958,19212.24746,19923.44257,20609.7035,21433.89281,22300.76781,22596.18459,22541.96486,23311.67035,24643.94086,25882.10387,26823.77802,27183.88426,26995.03716,27148.24451,27576.90404,28298.31091,29126.48339,29760.38623,31086.3413,32213.91486,33694.4552,35325.19191,36044.55845,36543.87805,37472.37103,38031.82353,38390.43811,38551.02952,39804.80893,40617.83842,41211.11372,42065.21358,42429.93479,
Oman,953.21501,941.0622879,1103.244645,1124.162418,1096.041629,1072.001607,1097.402321,1773.215074,3130.83396,3811.787012,4196.41488,4083.719052,4316.445779,3553.317691,3792.601894,4504.408004,5169.555347,4962.397058,4535.884033,4488.077644,4512.31277,5007.254068,5298.423484,5871.563639,6527.073323,7111.611137,6957.877774,6464.479833,6604.8789,7123.005714,6865.240853,7026.547543,7352.925721,7536.812002,7587.959306,7748.560787,7792.400024,8086.660756,8141.232958,7985.38973,8270.757174,8739.780011,8817.235834,8697.79783,8838.804138,9102.358393,9459.79069,9978.003112,..,
Pakistan,187.7480669,193.2198924,196.3554227,207.7715115,217.6693095,234.0622562,241.0384806,247.149242,257.6171262,263.9822729,285.2505742,277.730452,271.2369571,281.2735075,282.0840137,284.7774585,290.178914,292.3759914,306.3642998,308.4961107,330.2451842,346.4951176,359.2673384,373.3889798,381.8766663,399.9894673,410.9011709,426.0386909,446.60108,456.9618458,465.3757301,476.6803529,500.7000789,496.8900534,502.6925098,514.8201525,526.7089478,519.4297201,520.0268824,526.2309234,535.5762961,533.1805386,537.260112,549.8776531,576.3310021,605.7382783,629.526857,651.2030862,650.1373519,
Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7207.97762,6580.207861,5632.576285,5905.510331,6366.32733,6878.671991,6857.267664,6830.652953,6329.01634,6266.035862,6186.753236,5865.612552,5870.469398,6122.07364,6421.19892,6575.96304,6675.683314,6570.890175,
Panama,1713.212402,1843.185282,1940.256005,2043.419947,2074.558126,2198.649928,2295.436954,2419.818117,2512.896477,2649.531749,2739.796531,2921.501409,2972.874079,3050.514038,3043.447709,3012.373606,2984.294384,2943.494204,3151.180329,3214.576412,3174.292163,3388.027098,3490.346918,3261.482954,3278.681817,3368.665268,3416.79581,3286.558751,2789.201117,2775.536366,2939.580457,3151.148502,3340.267513,3450.914767,3477.373799,3467.01607,3493.109926,3644.891011,3835.526057,3908.482386,3938.083253,3886.600586,3900.299396,3991.155446,4215.537147,4440.310859,4736.956264,5195.614325,5580.009482,
Papua New Guinea,402.3380935,419.6661274,438.2432957,447.4461869,476.2791998,514.5837937,533.2082269,543.1289828,554.5173083,587.1367485,636.2086131,660.8360657,681.9884389,709.7085708,711.6422839,689.6922676,651.9477545,643.513229,683.7520642,681.0553591,650.0764739,632.5979989,618.8434072,622.3266114,604.0882836,612.1716217,624.6996799,625.8973664,627.9893598,603.5238633,570.5182132,609.0442848,675.6198112,777.9867167,802.7424769,755.7291707,792.5449303,741.2415017,694.235234,688.3557407,653.6007978,635.960385,618.7977516,616.3312783,617.4236555,623.9778402,624.6435508,649.4475103,675.7607583,
Paraguay,662.4345419,690.7004767,681.6901295,689.5086958,697.4581949,715.4995031,704.6678112,744.4144628,747.6744779,758.451601,775.5332289,797.8319636,828.9889789,867.6434996,916.7674307,951.0538721,992.6343275,1073.476465,1164.53651,1262.364152,1409.691271,1486.752321,1390.053359,1308.558406,1309.515182,1322.473714,1285.159497,1303.674034,1348.840155,1389.102382,1394.812291,1393.001289,1405.050738,1424.812921,1443.170258,1486.948962,1459.54008,1470.407382,1447.377118,1396.108282,1321.673896,1321.709213,1294.842868,1318.328868,1346.53247,1359.183063,1391.71719,1458.832251,1515.568814,
Peru,1646.90495,1718.356017,1808.764875,1822.444474,1887.371105,1924.632475,2027.892739,2046.151164,1996.850654,2015.584073,2074.403,2101.477256,2102.214311,2154.34709,2289.209031,2302.66254,2284.297915,2231.95086,2178.994722,2245.467522,2255.961387,2358.367676,2287.94142,1970.600723,2025.240322,2034.564998,2187.748748,2310.524851,2063.780808,1783.802831,1657.329808,1659.547686,1620.560669,1665.971586,1845.268403,1968.424053,1982.885066,2083.064988,2035.319492,2021.345514,2049.302351,2023.715714,2095.498786,2150.605444,2228.336854,2350.65657,2502.04308,2692.167699,2921.324109,
Philippines,611.9340408,626.5768377,636.4007488,660.5350221,662.5981289,676.5851561,685.6054915,700.9619669,714.3307369,726.1909506,732.190856,750.3099187,769.2352567,814.8374843,820.8440789,843.0944422,892.7430102,917.6605738,939.5258884,966.1637553,988.8514719,995.3716521,1003.819999,995.3920199,898.1285206,810.7952717,816.9261052,830.5283145,864.4819529,895.6465549,900.7229318,874.5184942,857.3453584,855.8097131,873.6247776,894.6085449,926.6108491,954.0870162,928.8957962,940.8811308,977.1290384,974.8380573,998.6795875,1028.122596,1073.281948,1105.552478,1143.16396,1201.747385,1225.365463,
Poland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3096.653088,2870.429416,2935.825768,3039.915071,3190.971331,3410.44608,3620.374908,3873.720217,4064.997411,4249.803247,4454.08022,4532.005459,4599.552583,4780.645471,5039.105026,5223.666602,5552.488426,5932.457926,6221.676718,
Portugal,2343.192896,2474.408192,2614.035022,2748.742269,2909.107165,3124.195968,3258.773202,3506.863541,3813.04747,3901.573724,4282.104641,4777.484115,5168.205412,5745.743484,5731.081938,5277.539621,5483.696587,5729.680524,5827.542362,6090.520611,6301.546854,6348.265216,6444.243644,6405.300372,6263.172888,6424.599671,6691.108434,7129.992018,7683.949242,8204.368561,8563.810264,8902.810223,8974.517674,8781.446096,8844.886722,9197.021736,9503.278312,9867.723602,10305.64207,10654.1878,11016.22134,11165.04009,11168.02399,11000.94206,11102.88289,11153.47069,11268.76017,11453.77931,11433.49088,
Puerto Rico,3758.983708,4045.994242,4260.795389,4602.090267,4833.723575,5191.474726,5492.388326,5791.762237,6029.560173,6509.446648,6986.81454,7310.693647,7696.892829,7981.359429,7821.463445,7483.183369,7748.843409,8135.99334,8560.81019,8972.937338,9002.178196,8995.961482,8628.946577,8580.983589,9117.928309,9215.212214,9872.504056,10260.96525,10827.74734,11259.58181,11581.91074,11765.27823,12223.05788,12683.56143,13092.22526,13561.99831,13720.92561,14257.44293,14959.69386,15687.351,16003.7468,16793.76884,..,..,..,..,..,..,..,
