,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Qatar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28792.80175,28307.47901,28720.72957,27813.74567,30847.78566,29453.53029,29251.10834,..,..,
Romania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1844.29635,1845.781471,1908.947671,2018.657997,2130.955753,2119.472903,2161.037458,2167.232442,2145.75153,2012.748401,1895.531397,1652.574395,1532.657841,1558.14611,1621.718444,1741.662975,1817.33372,1710.51156,1632.285106,1615.929479,1650.966288,1769.593239,1887.895744,1991.64764,2164.635162,2260.217333,2444.048428,2595.596086,2844.641672,
Russia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2693.097895,2602.246366,2465.392981,2106.223762,1925.833809,1685.849782,1618.123275,1564.115268,1590.6965,1510.542696,1613.698631,1775.141291,1870.048624,1967.518602,2122.317159,2285.784316,2443.960063,2644.151263,2866.373476,3030.088937,
Rwanda,216.3306195,202.5826094,221.3452333,196.0250315,168.1278271,175.553763,182.4591167,188.794262,195.1381206,209.230513,214.5067292,210.2943276,204.4446271,205.1422479,201.742677,191.3564641,221.4162403,218.5482893,230.7854176,249.771895,263.3100456,269.0667594,265.9699273,273.5339523,253.3199924,254.67305,256.7299891,244.2490559,244.5246847,238.839623,234.0107874,236.8834043,268.5750102,268.0785928,142.3698523,196.2406295,212.6652078,222.8023759,219.3650187,215.6261049,218.0152739,226.5196209,244.7039002,241.290794,250.2122546,262.8380335,275.3217819,289.5077961,313.1986439,
Saint Kitts and Nevis,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2347.124067,2516.637753,2755.158387,2933.725333,2943.104227,2874.696957,2871.984266,3244.392685,3526.332414,3951.946631,4310.723937,4717.689925,5094.417426,5227.858721,5276.664381,5479.446788,5873.184943,6202.198746,6458.739895,6903.249249,7394.130304,7516.716206,7509.783603,7365.848957,7219.182512,7199.624051,7233.433792,7740.18737,8003.266364,8355.167442,8614.64822,9249.309466,
Saint Lucia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2120.724768,2159.64044,1893.67224,1946.456804,2368.706899,2197.171351,2486.198635,2498.807576,2762.017223,2971.343502,3618.931287,3663.931639,3888.29502,3909.74586,3888.026847,3939.980341,4107.616355,4052.349935,4549.174909,4603.424149,4535.538895,4251.511295,4349.500213,4494.804025,4674.916594,4875.501253,5009.99383,5007.094148,4977.546018,
Saint Vincent and the Grenadines,1115.073811,1148.599806,1175.815784,1089.588239,1117.50359,1115.642753,1104.223911,989.0842088,1042.985232,1062.001587,1163.939987,1185.653731,1475.48197,1297.051408,1169.534209,1068.858103,1167.338212,1188.133145,1316.374032,1347.541176,1362.388666,1433.548783,1490.282262,1544.063606,1623.167404,1710.370822,1811.833065,1881.621136,2143.467355,2185.589873,2286.633618,2294.180853,2462.351162,2463.945219,2389.106241,2413.106362,2446.328567,2772.895066,2918.371474,3048.02689,3143.187821,3171.205786,3284.99213,3382.769042,3585.815522,3709.657721,4060.429098,4367.470625,4313.184188,
Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1062.690167,1065.281478,1076.659788,1115.565448,1172.378143,1172.378734,1148.93743,1183.991089,1123.841473,1089.913214,1079.240273,1114.116677,1076.062221,1135.660233,1205.818516,1202.591427,1218.673585,1235.048401,1312.030102,1397.403965,1453.584334,1519.352155,1590.059281,1674.166657,1691.383634,1800.061381,1739.014215,
San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30224.75708,31332.85973,32520.1949,33535.80601,..,
Saudi Arabia,..,..,..,..,..,..,..,..,6976.376519,7125.703683,7672.082458,8823.240569,10424.97627,12500.58646,15176.6624,15172.09801,16216.40466,16428.98482,15379.61607,15941.94153,16005.58252,15782.25438,13215.92711,11433.7899,10458.75894,9463.034375,9419.446551,8583.42744,8849.304763,8484.037329,8864.56789,9472.798372,9707.54491,9469.776838,9296.89217,9085.035348,9160.01832,9164.943425,9191.492808,8896.931189,9128.112788,8979.744546,8796.941804,9266.043897,9543.292377,9816.375838,9886.930754,10012.24045,10250.43478,
Senegal,608.408934,609.7103629,592.4051338,586.8674603,592.3728923,582.5680632,581.0097079,555.910405,572.0076214,517.3191546,543.5540824,525.3522647,540.9780705,494.6105057,499.4649084,521.0116818,551.0532249,521.1776929,486.7207704,506.4076907,475.9853385,486.0214028,509.2654969,468.3669506,471.9578965,473.4067039,474.0217325,488.3214799,471.3813875,476.0702619,459.4571593,458.0325931,450.9252288,444.3164096,432.2045613,443.1243155,439.9345291,441.5980407,455.2719382,471.4469199,473.8365264,482.7238476,473.4061852,492.0050121,507.642389,522.3363278,521.5978063,532.6512114,536.0482629,
Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2281.833434,2055.998997,1487.632437,1026.678001,1047.537753,1110.813209,1202.133518,1333.800075,1381.938083,1137.298549,1192.51091,1252.421941,1305.947723,1342.011638,1458.764278,1553.714394,1648.705389,1779.996,1809.685005,
Seychelles,2379.311385,2200.408277,2322.966979,2494.233033,2576.508025,2485.941371,2475.7341,2427.807643,2548.722167,2488.797035,2647.173963,2997.725084,3116.777669,3326.796025,3302.000923,3342.100523,3815.440632,3519.059358,4197.804155,4793.067063,4531.964848,4113.189137,4026.872305,3923.040873,4067.235286,4486.337327,4446.920001,4610.494052,4824.361303,5322.881005,5645.415813,5739.351472,6072.95358,6355.749608,6201.512969,6037.65184,6242.293166,6907.435651,7342.877917,7334.842047,7578.851053,7400.246821,7266.462762,6913.010246,6740.379744,7208.968268,7650.467007,8164.566884,8208.320615,
Sierra Leone,216.7777193,217.1946489,223.4070806,223.5101526,234.5352375,247.205099,247.1921396,243.0862018,243.735501,259.9093957,277.3277001,281.8059637,279.1838064,280.1939049,284.4673319,283.5136379,276.4797137,270.7975951,271.3891507,277.559006,284.8137463,286.9960298,294.7403461,282.7142482,287.8690716,266.0515069,262.1017742,273.0053889,246.8382629,243.41827,248.4334058,253.4834862,206.2383001,210.9725668,208.649708,192.8172432,202.3715964,167.6744555,164.5097648,148.5160064,150.3902792,172.0359376,210.9468956,221.176751,228.4597751,236.1783975,245.4991821,254.1021104,261.4381576,
Singapore,2251.283286,2478.109481,2409.158656,2557.944013,2506.638315,2733.070649,2953.681877,3240.910881,3618.074589,4046.84118,4530.665909,4982.879511,5550.048443,6053.456278,6313.772828,6416.995288,6779.986274,7207.101738,7724.616245,8345.987752,9042.504222,9456.518438,9693.997246,10385.99807,11041.60936,10866.35326,11109.09501,12016.37623,13060.84504,13951.85307,14657.84463,15179.72384,15664.30337,17064.88504,18451.32129,19358.64733,20035.65121,20990.311,20009.70081,21280.17996,23018.65935,21868.74188,22570.5724,23703.85584,25650.92132,26885.83803,28233.75827,29185.16035,27990.65613,
Slovak Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4807.733052,4946.22037,5112.146687,5220.443964,5296.484122,5339.430975,5210.58728,4451.206549,4133.631909,3967.155912,4195.453446,4427.039301,4773.484374,5038.390553,5250.692133,5247.861362,5326.059737,5521.739477,5774.947944,6050.308929,6351.367181,6768.986301,7338.569455,8106.06042,8591.425872,
Slovenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8317.186807,7563.321342,7168.348004,7483.873709,7794.987566,8074.458551,8358.745283,8791.172548,9120.157313,9595.497537,9998.994451,10268.39427,10665.71954,10958.77503,11421.08677,11896.88937,12559.14746,13333.94445,13784.23447,
Solomon Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1086.844609,1119.743271,1226.145149,1238.738389,1314.410479,1382.660032,1365.858664,1309.111156,1296.073613,1254.924131,1047.064131,938.0091311,888.0480312,921.5012342,941.8718794,967.8687165,1009.030016,1089.385186,1136.202433,
South Africa,2207.367265,2221.507333,2293.634824,2400.760301,2530.648158,2689.996432,2748.873115,2884.273818,2940.665036,3013.970952,3104.019126,3163.036052,3142.535594,3212.637247,3333.722248,3316.4584,3318.59344,3246.418906,3274.524348,3324.781399,3463.247505,3561.262393,3459.790512,3309.970762,3389.64262,3262.741233,3180.687999,3167.456897,3222.656138,3226.925751,3151.837477,3056.098546,2929.028765,2903.199631,2933.724854,2960.420756,3019.966213,3029.774283,2974.682343,2972.204478,3019.946548,3046.308641,3127.808549,3186.260295,3301.876324,3425.541046,3569.867907,3715.81023,3763.819259,
Spain,3715.882779,4116.749656,4479.446354,4858.335365,5063.019079,5323.56623,5649.920284,5833.736039,6153.919356,6632.277216,6841.767689,7073.805735,7593.005325,8099.272965,8472.331656,8430.003117,8606.251079,8745.89867,8774.68357,8700.263132,8826.306205,8731.700743,8793.474949,8907.341184,9030.303956,9207.457835,9479.610265,9982.134246,10468.42212,10951.94112,11346.1747,11604.25747,11673.50283,11517.22981,11760.03312,12056.07406,12318.96207,12761.84524,13285.51143,13844.52806,14421.94074,14780.20156,14961.8212,15171.51013,15414.96497,15712.09386,16057.35402,16362.67926,16306.38596,
Sri Lanka,279.301352,283.7638854,287.3935233,287.5680919,291.6894134,291.9542404,299.2760605,310.9303338,321.1907013,337.989823,343.1509125,340.1516629,331.7143322,347.9728089,354.2610146,368.7422478,373.8588149,385.6898782,400.2396422,418.6497955,436.0512393,454.0346939,466.2254034,482.1278706,500.0215296,518.0363173,533.3249785,535.2090361,541.0994907,546.2952287,573.9157433,593.008537,611.8512277,646.8126862,676.0019824,706.4933252,727.148159,767.8688169,798.5081314,827.7970527,872.665518,855.3725803,883.4571769,923.6354395,959.4656605,1008.676522,1074.11925,1140.016646,1199.086925,
Sudan,284.2991526,277.4676754,289.456706,274.3812073,264.7000407,275.7286922,259.3510061,256.5457505,254.9894242,251.7897609,259.4602096,257.7820583,237.5460391,231.8687382,250.5217165,280.9606197,317.6674256,327.010365,298.0421401,274.1455641,269.3951207,279.9611343,286.8525022,283.2981898,260.8803269,237.6052939,244.0634479,272.2233704,265.2471103,282.4170126,260.6748093,273.3274955,283.8792015,289.1368532,284.444861,293.739015,303.1814605,326.7228856,332.3473123,334.4892589,354.2903591,368.0862253,379.9374722,399.02437,411.045056,428.0379761,466.1621718,502.2675304,532.1248665,
Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2489.747796,2416.710889,2665.910468,2859.606303,2684.336212,2536.233698,2532.535998,2477.736672,2391.756127,2284.046318,2224.205876,2122.654365,1809.040708,1928.64917,2094.120193,2050.384335,2076.153146,2043.193815,1869.777543,1905.064945,1900.147459,1897.999257,1979.378058,1982.385954,1937.94214,1909.753636,1968.583709,2034.578605,2127.004347,2267.59774,2328.193103,2417.893287,2517.855603,2622.85561,
Swaziland,..,..,..,..,..,..,..,..,..,..,576.8918534,637.7547048,652.9479483,690.8743682,708.7832143,783.1443453,743.3006571,727.7674809,714.7689067,714.5792539,779.4888525,867.7712128,853.1419675,838.1921316,861.2658887,861.8025334,928.7177958,1018.843357,1039.459699,1127.571346,1195.480102,1192.197014,1183.585207,1191.865279,1212.382451,1221.524342,1236.210179,1252.253071,1256.852168,1274.042875,1379.672111,1377.266346,1391.273523,1436.60814,1463.280933,1483.089785,1509.1671,1542.221686,1557.010334,
Sweden,11337.2628,11917.66604,12356.20203,12942.64358,13722.65434,14112.58317,14271.1061,14638.90826,15083.32488,15731.60405,16607.92304,16650.94343,16981.71611,17622.99502,18133.12536,18523.40297,18653.37844,18288.8967,18555.27374,19225.98052,19515.1738,19452.29763,19672.56379,20014.16523,20854.00993,21277.46428,21833.93005,22510.76431,23009.63431,23490.38396,23544.73594,23122.95875,22711.31412,22114.86691,22825.13254,23596.81427,23908.96187,24479.37062,25406.21645,26556.93347,27688.89257,27903.11541,28479.8813,28920.8811,29993.91377,30873.18783,31984.07531,32560.4286,32257.65815,
Switzerland,18970.15356,20236.62795,20673.32767,21225.07636,21974.11948,22179.87497,22487.73489,22888.73647,23413.03031,24457.78474,25473.70536,26272.91729,26854.74564,27475.84846,27823.67558,25950.27496,25823.90381,26531.80182,26598.29741,27200.90705,28596.76917,28942.49914,28392.70547,28418.84021,29203.31932,30098.45938,30452.49128,30641.54476,31530.53015,32578.52315,33488.27923,32742.14026,32417.27746,32063.39386,32185.4257,32082.55887,32133.57151,32735.77122,33495.56706,33792.15613,34787.10405,34966.07702,34856.39827,34530.2501,35162.24508,35812.20353,36792.21981,37677.68996,37871.61468,
Syria,476.864089,512.660639,619.081754,548.2535034,580.5300676,575.1754877,514.115739,538.5094458,540.3080131,620.6413126,577.4059035,613.8185448,742.1865935,656.3603331,787.712913,910.1198701,976.1637772,931.4772638,978.4386109,978.7575217,1056.86441,1114.827279,1095.958252,1070.104116,988.9441653,1012.254642,929.3556097,915.8634209,1004.324558,886.1611058,925.3493638,969.4025709,1068.813115,1093.315831,1145.934955,1181.157711,1203.234704,1196.102519,1242.095397,1168.996611,1170.495888,1198.714207,1212.008374,1196.632747,1228.042344,1242.415612,1274.144567,1295.495318,1329.845013,
Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,457.0733197,458.3504913,438.4960146,484.0085007,439.6581199,426.070505,387.3564811,270.0036102,222.1282461,172.242479,148.7262467,122.1356185,122.4922092,127.254207,130.2818248,139.4079866,151.9074704,163.9519424,178.7271079,195.406235,205.8744278,217.2430888,230.6962429,244.9629511,
Tanzania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,275.0309438,271.5517388,264.0218689,258.3524787,254.0672773,255.3094317,259.5389572,261.7154627,264.6584136,267.2303045,273.813436,283.4749121,296.1274203,304.5278881,316.3582852,330.4565558,342.9879547,357.2106215,372.9558617,
Thailand,317.0792415,324.0207324,337.9752515,354.0046065,366.8451679,385.0685573,415.3214122,438.0130997,460.0763864,476.5301435,516.4458931,527.3711483,535.7374957,575.7352188,586.737697,601.2340647,642.1350317,689.5465074,743.8359266,766.6635094,788.65804,816.8142786,841.5908397,869.4915189,900.7789247,924.8567216,959.2163975,1033.946331,1154.196355,1276.874112,1400.312056,1499.999086,1600.308666,1711.178973,1844.381539,1995.437132,2096.440366,2054.071948,1826.913936,1895.058098,1968.428282,1990.514592,2071.917094,2192.725861,2304.836716,2386.581321,2488.230336,2592.485725,2640.289617,
Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,342.8967255,387.8279427,331.8071085,327.2351743,312.8240219,311.0176177,316.7604712,287.6830821,299.7723046,328.664058,
Togo,182.6355639,202.2209751,207.4418944,214.8630833,240.6418664,269.8078678,283.8568656,285.9096739,285.9426791,302.6334226,298.0535912,288.0926204,301.0882657,304.6180051,311.6379001,311.6210558,298.0473855,311.4093484,337.4700601,311.5182998,346.2463183,323.5841224,300.735546,273.8037209,278.2629161,283.1804867,277.697655,269.7144372,278.4038689,281.0659284,272.7134161,264.1787431,248.0317378,205.9887684,231.1905027,242.5043655,255.6885047,282.491138,266.2991527,263.6180444,253.2851725,245.5132773,248.7926154,249.0108213,250.1085793,246.8249673,250.0733947,248.5316777,245.1179985,
Tonga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1046.231216,1106.510652,1142.855724,1176.083274,1262.063242,1290.947977,1325.978652,1293.507027,1289.467454,1254.494981,1326.275347,1320.903188,1361.78043,1421.468329,1455.463561,1473.647872,1439.354012,1473.373007,1523.626807,1571.226163,1615.518603,1618.822807,1654.814172,1689.2193,1618.400619,1665.434341,1659.713728,1665.625725,
Trinidad and Tobago,3335.195661,3736.022797,3790.789932,3965.536869,4227.235838,4205.971186,4311.286225,4324.402818,4469.616275,4517.386128,4614.455921,4614.574674,4842.393958,4889.018244,5038.246761,5067.312778,5334.775038,5751.900111,6243.703928,6373.659833,6924.76584,7117.602472,7270.32538,6482.669361,6010.738704,5685.537243,5442.42748,5154.557888,4923.528756,4855.846644,4898.60875,4994.252467,4874.270761,4765.818009,4898.700429,5058.533387,5227.665497,5341.42338,5729.948808,5956.15046,6296.282687,6529.394427,7027.632592,8014.38659,8617.768416,9050.979025,10217.03147,10738.0018,11070.72308,
Tunisia,..,624.5851058,643.5833729,707.0244774,726.2868831,729.2296677,738.2560672,723.9175984,783.0395597,804.2272814,826.0545568,899.0565984,1041.344248,1016.407259,1077.482369,1130.455525,1191.607476,1201.424449,1245.012363,1291.312874,1350.541676,1387.798248,1345.239567,1372.338042,1422.915197,1458.190913,1392.541244,1448.71408,1417.864745,1424.30917,1500.63824,1528.52733,1614.514061,1617.948136,1639.452703,1651.38765,1743.73988,1813.535584,1876.204548,1963.991234,2033.071277,2108.913299,2120.055216,2224.770246,2337.121518,2406.665747,2518.017524,2651.993879,2743.855868,
Turkey,1578.50921,1555.999803,1601.708491,1704.074464,1753.398951,1759.156045,1909.11694,1951.326476,2038.054107,2069.087267,2082.407608,2141.937861,2241.092013,2254.022534,2319.502212,2424.732425,2615.084396,2642.535827,2622.786737,2549.464943,2433.048617,2495.948058,2529.343571,2599.074524,2716.904136,2776.711853,2915.910855,3135.255495,3152.090502,3106.667618,3335.761014,3301.334489,3407.227959,3604.188036,3376.545165,3580.146827,3778.976962,3996.84799,4021.552708,3824.095677,4020.618636,3736.196371,3911.164943,4061.792054,4383.870698,4690.831223,4950.278199,5116.387061,5098.74337,
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1051.633052,1138.604295,1062.2301,1041.687765,965.2324721,888.1710794,777.2824387,626.6031005,568.8000907,521.0861301,455.2724586,479.455172,551.3403592,645.2329528,766.1002849,874.1685728,1008.390838,1164.423389,1297.054391,1425.05974,1569.052553,1700.195905,
Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,183.4786682,188.1623509,181.6218836,169.8224086,164.587089,164.9878957,172.1488317,176.5145876,181.3361831,184.843729,184.7417066,193.5506914,199.3333899,215.3200801,227.6446493,232.0510497,236.1612015,247.5087938,253.4803925,257.7540538,265.6304505,273.8319471,283.1176352,291.392101,312.4483693,328.3648637,348.0900302,
Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1405.899262,1435.599836,1483.943819,1386.597008,1267.326182,1141.121045,978.2410109,757.6393636,670.4856861,608.8159886,595.9567816,589.8821355,594.2795457,635.7089682,701.2094906,745.0390011,821.7133693,928.1552911,960.2262143,1037.312259,1125.959706,1155.846418,
United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,..,..,49329.20449,47533.42493,42854.07966,42157.96774,42726.90624,36517.39556,40633.75542,46605.65802,44185.69108,37819.82038,33637.7632,33191.91345,29268.67839,22435.66328,22512.69,20766.2484,22311.64819,24850.21043,23635.15886,23057.35209,21700.08054,22081.85079,22546.28328,22597.21531,22731.68842,22358.17016,21937.78361,21800.57058,21030.7026,20512.83936,21888.9383,22990.92471,23925.64898,25287.20298,26071.06298,..,
United Kingdom,10479.6779,10661.03563,10704.30065,11058.68824,11537.11203,11780.54878,11957.50573,12163.49782,12589.7678,12790.94546,13055.44198,13256.64448,13694.97633,14654.24441,14418.70878,14341.05471,14742.2092,15084.9045,15588.59986,15980.75061,15626.01882,15413.82382,15742.08563,16307.07238,16716.14667,17278.56645,17930.26205,18708.45509,19606.27383,20001.44533,20097.14326,19756.11402,19731.64901,20121.83799,20929.73472,21509.59442,22072.63517,22743.96189,23495.48147,24230.615,25089.44638,25613.09001,26053.56134,26679.32616,27272.66288,27673.63496,28281.26649,28944.89357,28955.36048,
United States,14091.08119,14228.54771,14740.63714,15121.13006,15740.58811,16416.77829,17193.52297,17470.44541,18021.99576,18323.01286,18150.03024,18542.23952,19370.54541,20314.38023,20034.22896,19802.93833,20670.99319,21417.64174,22382.01137,22840.63895,22567.93927,22911.45529,22246.01146,23038.85505,24484.25739,25264.37014,25890.65226,26518.33141,27362.0751,28062.26425,28262.62003,27833.31555,28365.70324,28747.41746,29550.48152,29941.63994,30703.72763,31716.03883,32671.26813,33748.20814,34605.84324,34512.52622,34737.52971,35304.45086,36253.35272,37003.19054,37674.24245,38062.99578,37867.10518,
Uruguay,4339.87439,4391.007619,4268.515642,4225.183695,4279.240171,4277.279563,4362.465305,4161.390207,4202.332657,4416.569028,4495.937739,4471.201448,4407.314517,4418.504883,4543.330251,4810.043417,4979.644835,5024.547769,5260.008829,5547.623181,5832.289142,5884.714684,5276.252746,4703.948569,4620.718479,4658.8217,5037.451264,5406.345598,5452.288594,5477.48839,5457.765575,5612.614605,6015.585003,6131.398368,6530.064823,6388.17193,6708.322883,7002.287023,7280.731414,7041.13048,6914.362582,6665.134823,5929.541334,6067.651701,6788.562477,7229.474604,7545.560152,8094.583964,8788.036832,
Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,643.3683505,685.4610085,689.9725786,684.7222036,666.97965,578.5541131,552.5472066,513.632001,499.8947288,498.761383,514.8978427,528.4640553,543.3042139,558.2302023,574.2904721,590.058588,607.7253728,647.0123356,684.2872576,725.4126726,783.0333257,839.572714,
Vanuatu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1178.984003,1016.602945,1032.607856,1115.793505,1240.845489,1328.713365,1310.791143,1278.630697,1212.623805,1163.300637,1151.388317,1251.90586,1254.466909,1248.684475,1220.850565,1294.731362,1275.822417,1278.107429,1316.293784,1349.168282,1282.078111,1289.035435,1226.484683,1106.634554,1111.167403,1140.545477,1182.300219,1237.234379,1288.007896,1338.61191,
Venezuela,5425.418975,5390.776355,5636.287738,5645.420063,6053.674865,6090.829249,5978.547548,5949.818159,6182.695208,6026.382984,6278.958125,6160.228185,6029.901363,6239.797591,6151.307561,6112.063338,6356.686174,6521.483819,6447.418313,6284.099529,5820.011817,5620.499655,5340.346924,4991.688754,4923.357323,4800.957486,4981.422963,5030.864859,5194.644417,4637.391973,4823.487126,5175.666615,5366.577735,5263.645046,5029.950337,5119.602561,5005.250067,5218.154035,5132.015852,4733.817832,4818.70818,4890.92999,4377.382134,3966.499729,4610.489039,5000.076202,5424.779381,5783.763297,5964.45369,
Vietnam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,198.5291059,201.9667162,202.841641,205.0031105,210.3754204,220.5996509,226.8579788,235.3810851,250.6033959,265.6035667,283.7125596,305.2409248,327.8211316,349.0951787,364.1039816,376.5879767,401.5245271,423.4795866,447.5384452,473.4159397,503.2681524,538.6961712,575.8839299,617.1152281,647.1984828,
West Bank and Gaza,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1228.834322,1245.626154,1225.618054,1320.210414,1428.822803,1501.020957,1369.193147,1126.818895,978.5614288,1002.895151,1029.052035,1056.296466,..,..,..,
"Yemen, Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,447.3319298,435.2638349,448.9372734,444.9701225,434.2611239,465.2445854,475.6433365,496.878667,513.2482511,512.1246441,519.2834674,527.4971813,532.333319,533.1247955,538.4918562,552.4382541,553.9390741,555.9888115,561.3339724,
Zambia,544.5376526,536.0972315,507.4566836,508.5244144,553.5658406,626.2858875,573.5389548,600.1717617,589.0049757,568.078276,576.2780561,556.9468596,588.0124734,562.8434956,578.999857,547.1117934,562.1061146,519.0375872,505.0840263,474.0610606,472.7544003,485.8058924,457.0460068,433.80813,418.6956049,412.1432157,402.2406014,400.2980344,412.5251158,396.1361802,382.7321653,371.7155838,355.1313825,368.856559,327.7638852,309.6613461,321.8217317,322.9869865,308.0886108,306.4441064,309.3178881,316.6946291,317.9239552,328.5574941,338.7725224,348.3080491,361.2537493,374.477385,387.3125704,
Zimbabwe,466.0658918,479.6294305,470.7745313,483.9256496,463.0607947,470.1424668,462.035553,484.7541218,478.5408456,520.6902466,617.3458869,650.0380909,680.4259492,674.5351429,695.1903583,659.4203076,641.3499781,578.6188992,545.1023701,544.393332,600.9661608,651.1087806,642.5648601,627.3160768,591.6229427,608.9901406,599.2258276,584.9132897,608.1063841,619.6733158,643.6862085,661.1382793,586.8636877,579.879792,620.6509263,610.2567777,662.2796588,669.8944267,680.4521641,649.4427111,594.0593446,575.8447721,549.8366666,492.9478626,474.8951119,450.3461981,..,..,..,